x	y	u	v	velocity_magnitude	vorticity	temperature
4.759989e+00 3.173326e+00 9.983645e-01 1.509676e-03 9.983656e-01 6.334145e-02 3.028026e-01
4.823455e+00 3.173326e+00 9.933381e-01 3.516667e-03 9.933443e-01 6.302255e-02 2.752228e-01
4.886922e+00 3.173326e+00 9.843119e-01 5.509498e-03 9.843274e-01 6.244989e-02 2.492377e-01
4.950388e+00 3.173326e+00 9.713223e-01 7.480144e-03 9.713511e-01 6.162575e-02 2.248786e-01
5.013855e+00 3.173326e+00 9.544215e-01 9.420670e-03 9.544680e-01 6.055348e-02 2.021562e-01
5.077321e+00 3.173326e+00 9.336776e-01 1.132326e-02 9.337462e-01 5.923738e-02 1.810635e-01
5.140788e+00 3.173326e+00 9.091740e-01 1.318026e-02 9.092696e-01 5.768274e-02 1.615770e-01
5.204254e+00 3.173326e+00 8.810096e-01 1.498419e-02 8.811370e-01 5.589585e-02 1.436591e-01
5.267721e+00 3.173326e+00 8.492976e-01 1.672777e-02 8.494623e-01 5.388387e-02 1.272598e-01
5.331188e+00 3.173326e+00 8.141658e-01 1.840401e-02 8.143738e-01 5.165493e-02 1.123193e-01
5.394654e+00 3.173326e+00 7.757557e-01 2.000613e-02 7.760136e-01 4.921799e-02 9.876936e-02
5.458121e+00 3.173326e+00 7.342219e-01 2.152770e-02 7.345374e-01 4.658287e-02 8.653561e-02
5.521587e+00 3.173326e+00 6.897316e-01 2.296259e-02 6.901137e-01 4.376017e-02 7.553918e-02
5.585054e+00 3.173326e+00 6.424640e-01 2.430501e-02 6.429236e-01 4.076127e-02 6.569836e-02
5.648520e+00 3.173326e+00 5.926094e-01 2.554956e-02 5.931599e-01 3.759823e-02 5.693004e-02
5.711987e+00 3.173326e+00 5.403686e-01 2.669124e-02 5.410274e-01 3.428381e-02 4.915111e-02
5.775453e+00 3.173326e+00 4.859520e-01 2.772543e-02 4.867422e-01 3.083133e-02 4.227951e-02
5.838920e+00 3.173326e+00 4.295785e-01 2.864799e-02 4.305327e-01 2.725470e-02 3.623526e-02
5.902386e+00 3.173326e+00 3.714753e-01 2.945520e-02 3.726413e-01 2.356833e-02 3.094123e-02
5.965853e+00 3.173326e+00 3.118764e-01 3.014379e-02 3.133297e-01 1.978706e-02 2.632380e-02
6.029319e+00 3.173326e+00 2.510215e-01 3.071101e-02 2.528932e-01 1.592612e-02 2.231333e-02
6.092786e+00 3.173326e+00 1.891560e-01 3.115457e-02 1.917044e-01 1.200104e-02 1.884451e-02
6.156252e+00 3.173326e+00 1.265287e-01 3.147268e-02 1.303842e-01 8.027642e-03 1.585661e-02
6.219719e+00 3.173326e+00 6.339199e-02 3.166405e-02 7.086012e-02 4.021918e-03 1.329353e-02
6.283185e+00 3.173326e+00 2.448060e-16 3.172793e-02 3.172793e-02 1.006493e-03 1.110390e-02
0.000000e+00 3.236792e+00 -0.000000e+00 9.505604e-02 9.505604e-02 -3.015426e-03 1.106319e-02
6.346652e-02 3.236792e+00 -6.313673e-02 9.486466e-02 1.139542e-01 -1.204956e-02 1.324480e-02
1.269330e-01 3.236792e+00 -1.260192e-01 9.429130e-02 1.573903e-01 -2.405060e-02 1.579847e-02
1.903996e-01 3.236792e+00 -1.883943e-01 9.333826e-02 2.102485e-01 -3.595480e-02 1.877542e-02
2.538661e-01 3.236792e+00 -2.500108e-01 9.200937e-02 2.664040e-01 -4.771422e-02 2.223152e-02
3.173326e-01 3.236792e+00 -3.106205e-01 9.031000e-02 3.234826e-01 -5.928151e-02 2.622728e-02
3.807991e-01 3.236792e+00 -3.699795e-01 8.824698e-02 3.803582e-01 -7.061010e-02 3.082779e-02
4.442656e-01 3.236792e+00 -4.278488e-01 8.582862e-02 4.363727e-01 -8.165436e-02 3.610241e-02
5.077321e-01 3.236792e+00 -4.839952e-01 8.306466e-02 4.910714e-01 -9.236984e-02 4.212450e-02
5.711987e-01 3.236792e+00 -5.381928e-01 7.996623e-02 5.441011e-01 -1.027134e-01 4.897091e-02
6.346652e-01 3.236792e+00 -5.902232e-01 7.654580e-02 5.951661e-01 -1.126433e-01 5.672132e-02
6.981317e-01 3.236792e+00 -6.398770e-01 7.281715e-02 6.440069e-01 -1.221197e-01 6.545748e-02
7.615982e-01 3.236792e+00 -6.869543e-01 6.879529e-02 6.903905e-01 -1.311043e-01 7.526223e-02
8.250647e-01 3.236792e+00 -7.312654e-01 6.449642e-02 7.341042e-01 -1.395610e-01 8.621834e-02
8.885313e-01 3.236792e+00 -7.726320e-01 5.993784e-02 7.749534e-01 -1.474558e-01 9.840723e-02
9.519978e-01 3.236792e+00 -8.108875e-01 5.513791e-02 8.127599e-01 -1.547568e-01 1.119075e-01
1.015464e+00 3.236792e+00 -8.458778e-01 5.011597e-02 8.473611e-01 -1.614346e-01 1.267933e-01
1.078931e+00 3.236792e+00 -8.774621e-01 4.489222e-02 8.786097e-01 -1.674625e-01 1.431324e-01
1.142397e+00 3.236792e+00 -9.055131e-01 3.948771e-02 9.063737e-01 -1.728160e-01 1.609846e-01
1.205864e+00 3.236792e+00 -9.299180e-01 3.392419e-02 9.305366e-01 -1.774736e-01 1.803997e-01
1.269330e+00 3.236792e+00 -9.505784e-01 2.822408e-02 9.509973e-01 -1.814166e-01 2.014151e-01
1.332797e+00 3.236792e+00 -9.674111e-01 2.241031e-02 9.676707e-01 -1.846291e-01 2.240541e-01
1.396263e+00 3.236792e+00 -9.803485e-01 1.650631e-02 9.804874e-01 -1.870982e-01 2.483240e-01
1.459730e+00 3.236792e+00 -9.893383e-01 1.053584e-02 9.893944e-01 -1.888139e-01 2.742137e-01
1.523196e+00 3.236792e+00 -9.943444e-01 4.522949e-03 9.943547e-01 -1.897693e-01 3.016925e-01
1.586663e+00 3.236792e+00 -9.953466e-01 -1.508156e-03 9.953478e-01 -1.899606e-01 3.307079e-01
1.650129e+00 3.236792e+00 -9.923409e-01 -7.533187e-03 9.923695e-01 -1.893869e-01 3.611848e-01
1.713596e+00 3.236792e+00 -9.853395e-01 -1.352789e-02 9.854323e-01 -1.880507e-01 3.930241e-01
1.777063e+00 3.236792e+00 -9.743704e-01 -1.946811e-02 9.745648e-01 -1.859573e-01 4.261021e-01
1.840529e+00 3.236792e+00 -9.594778e-01 -2.532995e-02 9.598121e-01 -1.831151e-01 4.602704e-01
1.903996e+00 3.236792e+00 -9.407218e-01 -3.108979e-02 9.412354e-01 -1.795355e-01 4.953556e-01
1.967462e+00 3.236792e+00 -9.181778e-01 -3.672444e-02 9.189119e-01 -1.752330e-01 5.311608e-01
2.030929e+00 3.236792e+00 -8.919366e-01 -4.221122e-02 8.929349e-01 -1.702249e-01 5.674658e-01
2.094395e+00 3.236792e+00 -8.621040e-01 -4.752802e-02 8.634131e-01 -1.645314e-01 6.040295e-01
2.157862e+00 3.236792e+00 -8.287999e-01 -5.265345e-02 8.304708e-01 -1.581754e-01 6.405919e-01
2.221328e+00 3.236792e+00 -7.921586e-01 -5.756686e-02 7.942475e-01 -1.511824e-01 6.768766e-01
2.284795e+00 3.236792e+00 -7.523275e-01 -6.224847e-02 7.548983e-01 -1.435807e-01 7.125943e-01
2.348261e+00 3.236792e+00 -7.094670e-01 -6.667943e-02 7.125936e-01 -1.354008e-01 7.474464e-01
2.411728e+00 3.236792e+00 -6.637498e-01 -7.084189e-02 6.675196e-01 -1.266758e-01 7.811285e-01
2.475194e+00 3.236792e+00 -6.153599e-01 -7.471910e-02 6.198796e-01 -1.174406e-01 8.133355e-01
2.538661e+00 3.236792e+00 -5.644922e-01 -7.829544e-02 5.698961e-01 -1.077326e-01 8.437655e-01
2.602127e+00 3.236792e+00 -5.113514e-01 -8.155651e-02 5.178144e-01 -9.759073e-02 8.721248e-01
2.665594e+00 3.236792e+00 -4.561516e-01 -8.448918e-02 4.639103e-01 -8.705593e-02 8.981322e-01
2.729060e+00 3.236792e+00 -3.991151e-01 -8.708165e-02 4.085047e-01 -7.617058e-02 9.215241e-01
2.792527e+00 3.236792e+00 -3.404714e-01 -8.932346e-02 3.519936e-01 -6.497852e-02 9.420586e-01
2.855993e+00 3.236792e+00 -2.804569e-01 -9.120561e-02 2.949144e-01 -5.352481e-02 9.595198e-01
2.919460e+00 3.236792e+00 -2.193129e-01 -9.272050e-02 2.381077e-01 -4.185558e-02 9.737215e-01
2.982926e+00 3.236792e+00 -1.572860e-01 -9.386203e-02 1.831637e-01 -3.001781e-02 9.845106e-01
3.046393e+00 3.236792e+00 -9.462562e-02 -9.462562e-02 1.338208e-01 -1.805917e-02 9.917696e-01
3.109859e+00 3.236792e+00 -3.158427e-02 -9.500819e-02 1.001205e-01 -6.027815e-03 9.954192e-01
3.173326e+00 3.236792e+00 3.158427e-02 -9.500819e-02 1.001205e-01 6.027815e-03 9.954192e-01
3.236792e+00 3.236792e+00 9.462562e-02 -9.462562e-02 1.338208e-01 1.805917e-02 9.917696e-01
3.300259e+00 3.236792e+00 1.572860e-01 -9.386203e-02 1.831637e-01 3.001781e-02 9.845106e-01
3.363725e+00 3.236792e+00 2.193129e-01 -9.272050e-02 2.381077e-01 4.185558e-02 9.737215e-01
3.427192e+00 3.236792e+00 2.804569e-01 -9.120561e-02 2.949144e-01 5.352481e-02 9.595198e-01
3.490659e+00 3.236792e+00 3.404714e-01 -8.932346e-02 3.519936e-01 6.497852e-02 9.420586e-01
3.554125e+00 3.236792e+00 3.991151e-01 -8.708165e-02 4.085047e-01 7.617058e-02 9.215241e-01
3.617592e+00 3.236792e+00 4.561516e-01 -8.448918e-02 4.639103e-01 8.705593e-02 8.981322e-01
3.681058e+00 3.236792e+00 5.113514e-01 -8.155651e-02 5.178144e-01 9.759073e-02 8.721248e-01
3.744525e+00 3.236792e+00 5.644922e-01 -7.829544e-02 5.698961e-01 1.077326e-01 8.437655e-01
3.807991e+00 3.236792e+00 6.153599e-01 -7.471910e-02 6.198796e-01 1.174406e-01 8.133355e-01
3.871458e+00 3.236792e+00 6.637498e-01 -7.084189e-02 6.675196e-01 1.266758e-01 7.811285e-01
3.934924e+00 3.236792e+00 7.094670e-01 -6.667943e-02 7.125936e-01 1.354008e-01 7.474464e-01
3.998391e+00 3.236792e+00 7.523275e-01 -6.224847e-02 7.548983e-01 1.435807e-01 7.125943e-01
4.061857e+00 3.236792e+00 7.921586e-01 -5.756686e-02 7.942475e-01 1.511824e-01 6.768766e-01
4.125324e+00 3.236792e+00 8.287999e-01 -5.265345e-02 8.304708e-01 1.581754e-01 6.405919e-01
4.188790e+00 3.236792e+00 8.621040e-01 -4.752802e-02 8.634131e-01 1.645314e-01 6.040295e-01
4.252257e+00 3.236792e+00 8.919366e-01 -4.221122e-02 8.929349e-01 1.702249e-01 5.674658e-01
4.315723e+00 3.236792e+00 9.181778e-01 -3.672444e-02 9.189119e-01 1.752330e-01 5.311608e-01
4.379190e+00 3.236792e+00 9.407218e-01 -3.108979e-02 9.412354e-01 1.795355e-01 4.953556e-01
4.442656e+00 3.236792e+00 9.594778e-01 -2.532995e-02 9.598121e-01 1.831151e-01 4.602704e-01
4.506123e+00 3.236792e+00 9.743704e-01 -1.946811e-02 9.745648e-01 1.859573e-01 4.261021e-01
4.569589e+00 3.236792e+00 9.853395e-01 -1.352789e-02 9.854323e-01 1.880507e-01 3.930241e-01
4.633056e+00 3.236792e+00 9.923409e-01 -7.533187e-03 9.923695e-01 1.893869e-01 3.611848e-01
4.696522e+00 3.236792e+00 9.953466e-01 -1.508156e-03 9.953478e-01 1.899606e-01 3.307079e-01
4.759989e+00 3.236792e+00 9.943444e-01 4.522949e-03 9.943547e-01 1.897693e-01 3.016925e-01
4.823455e+00 3.236792e+00 9.893383e-01 1.053584e-02 9.893944e-01 1.888139e-01 2.742137e-01
4.886922e+00 3.236792e+00 9.803485e-01 1.650631e-02 9.804874e-01 1.870982e-01 2.483240e-01
4.950388e+00 3.236792e+00 9.674111e-01 2.241031e-02 9.676707e-01 1.846291e-01 2.240541e-01
5.013855e+00 3.236792e+00 9.505784e-01 2.822408e-02 9.509973e-01 1.814166e-01 2.014151e-01
5.077321e+00 3.236792e+00 9.299180e-01 3.392419e-02 9.305366e-01 1.774736e-01 1.803997e-01
5.140788e+00 3.236792e+00 9.055131e-01 3.948771e-02 9.063737e-01 1.728160e-01 1.609846e-01
5.204254e+00 3.236792e+00 8.774621e-01 4.489222e-02 8.786097e-01 1.674625e-01 1.431324e-01
5.267721e+00 3.236792e+00 8.458778e-01 5.011597e-02 8.473611e-01 1.614346e-01 1.267933e-01
5.331188e+00 3.236792e+00 8.108875e-01 5.513791e-02 8.127599e-01 1.547568e-01 1.119075e-01
5.394654e+00 3.236792e+00 7.726320e-01 5.993784e-02 7.749534e-01 1.474558e-01 9.840723e-02
5.458121e+00 3.236792e+00 7.312654e-01 6.449642e-02 7.341042e-01 1.395610e-01 8.621834e-02
5.521587e+00 3.236792e+00 6.869543e-01 6.879529e-02 6.903905e-01 1.311043e-01 7.526223e-02
5.585054e+00 3.236792e+00 6.398770e-01 7.281715e-02 6.440069e-01 1.221197e-01 6.545748e-02
5.648520e+00 3.236792e+00 5.902232e-01 7.654580e-02 5.951661e-01 1.126433e-01 5.672132e-02
5.711987e+00 3.236792e+00 5.381928e-01 7.996623e-02 5.441011e-01 1.027134e-01 4.897091e-02
5.775453e+00 3.236792e+00 4.839952e-01 8.306466e-02 4.910714e-01 9.236984e-02 4.212450e-02
5.838920e+00 3.236792e+00 4.278488e-01 8.582862e-02 4.363727e-01 8.165436e-02 3.610241e-02
5.902386e+00 3.236792e+00 3.699795e-01 8.824698e-02 3.803582e-01 7.061010e-02 3.082779e-02
5.965853e+00 3.236792e+00 3.106205e-01 9.031000e-02 3.234826e-01 5.928151e-02 2.622728e-02
6.029319e+00 3.236792e+00 2.500108e-01 9.200937e-02 2.664040e-01 4.771422e-02 2.223152e-02
6.092786e+00 3.236792e+00 1.883943e-01 9.333826e-02 2.102485e-01 3.595480e-02 1.877542e-02
6.156252e+00 3.236792e+00 1.260192e-01 9.429130e-02 1.573903e-01 2.405060e-02 1.579847e-02
6.219719e+00 3.236792e+00 6.313673e-02 9.486466e-02 1.139542e-01 1.204956e-02 1.324480e-02
6.283185e+00 3.236792e+00 2.438203e-16 9.505604e-02 9.505604e-02 3.015426e-03 1.106319e-02
0.000000e+00 3.300259e+00 -0.000000e+00 1.580014e-01 1.580014e-01 -5.012216e-03 1.098221e-02
6.346652e-02 3.300259e+00 -6.262724e-02 1.576833e-01 1.696649e-01 -2.002868e-02 1.314785e-02
1.269330e-01 3.300259e+00 -1.250023e-01 1.567302e-01 2.004743e-01 -3.997672e-02 1.568284e-02
1.903996e-01 3.300259e+00 -1.868740e-01 1.551461e-01 2.428831e-01 -5.976378e-02 1.863800e-02
2.538661e-01 3.300259e+00 -2.479933e-01 1.529372e-01 2.913597e-01 -7.931020e-02 2.206880e-02
3.173326e-01 3.300259e+00 -3.081140e-01 1.501126e-01 3.427360e-01 -9.853726e-02 2.603532e-02
3.807991e-01 3.300259e+00 -3.669940e-01 1.466834e-01 3.952222e-01 -1.173675e-01 3.060215e-02
4.442656e-01 3.300259e+00 -4.243962e-01 1.426637e-01 4.477332e-01 -1.357252e-01 3.583816e-02
5.077321e-01 3.300259e+00 -4.800896e-01 1.380694e-01 4.995490e-01 -1.535364e-01 4.181618e-02
5.711987e-01 3.300259e+00 -5.338498e-01 1.329192e-01 5.501483e-01 -1.707293e-01 4.861247e-02
6.346652e-01 3.300259e+00 -5.854603e-01 1.272338e-01 5.991263e-01 -1.872348e-01 5.630616e-02
6.981317e-01 3.300259e+00 -6.347135e-01 1.210361e-01 6.461509e-01 -2.029863e-01 6.497838e-02
7.615982e-01 3.300259e+00 -6.814109e-01 1.143510e-01 6.909391e-01 -2.179205e-01 7.471137e-02
8.250647e-01 3.300259e+00 -7.253644e-01 1.072054e-01 7.332439e-01 -2.319772e-01 8.558728e-02
8.885313e-01 3.300259e+00 -7.663972e-01 9.962820e-02 7.728457e-01 -2.450998e-01 9.768697e-02
9.519978e-01 3.300259e+00 -8.043440e-01 9.164980e-02 8.095486e-01 -2.572355e-01 1.110884e-01
1.015464e+00 3.300259e+00 -8.390519e-01 8.330236e-02 8.431770e-01 -2.683354e-01 1.258652e-01
1.078931e+00 3.300259e+00 -8.703813e-01 7.461949e-02 8.735741e-01 -2.783548e-01 1.420848e-01
1.142397e+00 3.300259e+00 -8.982060e-01 6.563615e-02 9.006010e-01 -2.872533e-01 1.598064e-01
1.205864e+00 3.300259e+00 -9.224139e-01 5.638852e-02 9.241359e-01 -2.949952e-01 1.790793e-01
1.269330e+00 3.300259e+00 -9.429076e-01 4.691383e-02 9.440740e-01 -3.015492e-01 1.999409e-01
1.332797e+00 3.300259e+00 -9.596045e-01 3.725024e-02 9.603273e-01 -3.068890e-01 2.224142e-01
1.396263e+00 3.300259e+00 -9.724375e-01 2.743665e-02 9.728244e-01 -3.109931e-01 2.465064e-01
1.459730e+00 3.300259e+00 -9.813547e-01 1.751259e-02 9.815110e-01 -3.138449e-01 2.722067e-01
1.523196e+00 3.300259e+00 -9.863205e-01 7.518009e-03 9.863491e-01 -3.154330e-01 2.994843e-01
1.586663e+00 3.300259e+00 -9.873146e-01 -2.506844e-03 9.873178e-01 -3.157509e-01 3.282874e-01
1.650129e+00 3.300259e+00 -9.843332e-01 -1.252160e-02 9.844128e-01 -3.147975e-01 3.585412e-01
1.713596e+00 3.300259e+00 -9.773882e-01 -2.248594e-02 9.776468e-01 -3.125764e-01 3.901475e-01
1.777063e+00 3.300259e+00 -9.665076e-01 -3.235974e-02 9.670492e-01 -3.090967e-01 4.229834e-01
1.840529e+00 3.300259e+00 -9.517352e-01 -4.210323e-02 9.526661e-01 -3.043724e-01 4.569015e-01
1.903996e+00 3.300259e+00 -9.331306e-01 -5.167719e-02 9.345604e-01 -2.984225e-01 4.917300e-01
1.967462e+00 3.300259e+00 -9.107685e-01 -6.104307e-02 9.128119e-01 -2.912709e-01 5.272731e-01
2.030929e+00 3.300259e+00 -8.847391e-01 -7.016314e-02 8.875168e-01 -2.829465e-01 5.633123e-01
2.094395e+00 3.300259e+00 -8.551472e-01 -7.900070e-02 8.587886e-01 -2.734828e-01 5.996084e-01
2.157862e+00 3.300259e+00 -8.221119e-01 -8.752014e-02 8.267573e-01 -2.629178e-01 6.359032e-01
2.221328e+00 3.300259e+00 -7.857662e-01 -9.568718e-02 7.915709e-01 -2.512942e-01 6.719224e-01
2.284795e+00 3.300259e+00 -7.462565e-01 -1.034689e-01 7.533954e-01 -2.386587e-01 7.073787e-01
2.348261e+00 3.300259e+00 -7.037419e-01 -1.108340e-01 7.124162e-01 -2.250622e-01 7.419756e-01
2.411728e+00 3.300259e+00 -6.583936e-01 -1.177528e-01 6.688407e-01 -2.105594e-01 7.754112e-01
2.475194e+00 3.300259e+00 -6.103942e-01 -1.241975e-01 6.229014e-01 -1.952089e-01 8.073825e-01
2.538661e+00 3.300259e+00 -5.599370e-01 -1.301420e-01 5.748620e-01 -1.790722e-01 8.375898e-01
2.602127e+00 3.300259e+00 -5.072250e-01 -1.355626e-01 5.250280e-01 -1.622145e-01 8.657415e-01
2.665594e+00 3.300259e+00 -4.524707e-01 -1.404372e-01 4.737640e-01 -1.447037e-01 8.915585e-01
2.729060e+00 3.300259e+00 -3.958944e-01 -1.447464e-01 4.215257e-01 -1.266101e-01 9.147792e-01
2.792527e+00 3.300259e+00 -3.377240e-01 -1.484727e-01 3.689196e-01 -1.080068e-01 9.351634e-01
2.855993e+00 3.300259e+00 -2.781937e-01 -1.516012e-01 3.168196e-01 -8.896852e-02 9.524968e-01
2.919460e+00 3.300259e+00 -2.175432e-01 -1.541193e-01 2.666042e-01 -6.957202e-02 9.665946e-01
2.982926e+00 3.300259e+00 -1.560167e-01 -1.560167e-01 2.206410e-01 -4.989537e-02 9.773047e-01
3.046393e+00 3.300259e+00 -9.386203e-02 -1.572860e-01 1.831637e-01 -3.001781e-02 9.845106e-01
3.109859e+00 3.300259e+00 -3.132940e-02 -1.579218e-01 1.609995e-01 -1.001939e-02 9.881334e-01
3.173326e+00 3.300259e+00 3.132940e-02 -1.579218e-01 1.609995e-01 1.001939e-02 9.881334e-01
3.236792e+00 3.300259e+00 9.386203e-02 -1.572860e-01 1.831637e-01 3.001781e-02 9.845106e-01
3.300259e+00 3.300259e+00 1.560167e-01 -1.560167e-01 2.206410e-01 4.989537e-02 9.773047e-01
3.363725e+00 3.300259e+00 2.175432e-01 -1.541193e-01 2.666042e-01 6.957202e-02 9.665946e-01
3.427192e+00 3.300259e+00 2.781937e-01 -1.516012e-01 3.168196e-01 8.896852e-02 9.524968e-01
3.490659e+00 3.300259e+00 3.377240e-01 -1.484727e-01 3.689196e-01 1.080068e-01 9.351634e-01
3.554125e+00 3.300259e+00 3.958944e-01 -1.447464e-01 4.215257e-01 1.266101e-01 9.147792e-01
3.617592e+00 3.300259e+00 4.524707e-01 -1.404372e-01 4.737640e-01 1.447037e-01 8.915585e-01
3.681058e+00 3.300259e+00 5.072250e-01 -1.355626e-01 5.250280e-01 1.622145e-01 8.657415e-01
3.744525e+00 3.300259e+00 5.599370e-01 -1.301420e-01 5.748620e-01 1.790722e-01 8.375898e-01
3.807991e+00 3.300259e+00 6.103942e-01 -1.241975e-01 6.229014e-01 1.952089e-01 8.073825e-01
3.871458e+00 3.300259e+00 6.583936e-01 -1.177528e-01 6.688407e-01 2.105594e-01 7.754112e-01
3.934924e+00 3.300259e+00 7.037419e-01 -1.108340e-01 7.124162e-01 2.250622e-01 7.419756e-01
3.998391e+00 3.300259e+00 7.462565e-01 -1.034689e-01 7.533954e-01 2.386587e-01 7.073787e-01
4.061857e+00 3.300259e+00 7.857662e-01 -9.568718e-02 7.915709e-01 2.512942e-01 6.719224e-01
4.125324e+00 3.300259e+00 8.221119e-01 -8.752014e-02 8.267573e-01 2.629178e-01 6.359032e-01
4.188790e+00 3.300259e+00 8.551472e-01 -7.900070e-02 8.587886e-01 2.734828e-01 5.996084e-01
4.252257e+00 3.300259e+00 8.847391e-01 -7.016314e-02 8.875168e-01 2.829465e-01 5.633123e-01
4.315723e+00 3.300259e+00 9.107685e-01 -6.104307e-02 9.128119e-01 2.912709e-01 5.272731e-01
4.379190e+00 3.300259e+00 9.331306e-01 -5.167719e-02 9.345604e-01 2.984225e-01 4.917300e-01
4.442656e+00 3.300259e+00 9.517352e-01 -4.210323e-02 9.526661e-01 3.043724e-01 4.569015e-01
4.506123e+00 3.300259e+00 9.665076e-01 -3.235974e-02 9.670492e-01 3.090967e-01 4.229834e-01
4.569589e+00 3.300259e+00 9.773882e-01 -2.248594e-02 9.776468e-01 3.125764e-01 3.901475e-01
4.633056e+00 3.300259e+00 9.843332e-01 -1.252160e-02 9.844128e-01 3.147975e-01 3.585412e-01
4.696522e+00 3.300259e+00 9.873146e-01 -2.506844e-03 9.873178e-01 3.157509e-01 3.282874e-01
4.759989e+00 3.300259e+00 9.863205e-01 7.518009e-03 9.863491e-01 3.154330e-01 2.994843e-01
4.823455e+00 3.300259e+00 9.813547e-01 1.751259e-02 9.815110e-01 3.138449e-01 2.722067e-01
4.886922e+00 3.300259e+00 9.724375e-01 2.743665e-02 9.728244e-01 3.109931e-01 2.465064e-01
4.950388e+00 3.300259e+00 9.596045e-01 3.725024e-02 9.603273e-01 3.068890e-01 2.224142e-01
5.013855e+00 3.300259e+00 9.429076e-01 4.691383e-02 9.440740e-01 3.015492e-01 1.999409e-01
5.077321e+00 3.300259e+00 9.224139e-01 5.638852e-02 9.241359e-01 2.949952e-01 1.790793e-01
5.140788e+00 3.300259e+00 8.982060e-01 6.563615e-02 9.006010e-01 2.872533e-01 1.598064e-01
5.204254e+00 3.300259e+00 8.703813e-01 7.461949e-02 8.735741e-01 2.783548e-01 1.420848e-01
5.267721e+00 3.300259e+00 8.390519e-01 8.330236e-02 8.431770e-01 2.683354e-01 1.258652e-01
5.331188e+00 3.300259e+00 8.043440e-01 9.164980e-02 8.095486e-01 2.572355e-01 1.110884e-01
5.394654e+00 3.300259e+00 7.663972e-01 9.962820e-02 7.728457e-01 2.450998e-01 9.768697e-02
5.458121e+00 3.300259e+00 7.253644e-01 1.072054e-01 7.332439e-01 2.319772e-01 8.558728e-02
5.521587e+00 3.300259e+00 6.814109e-01 1.143510e-01 6.909391e-01 2.179205e-01 7.471137e-02
5.585054e+00 3.300259e+00 6.347135e-01 1.210361e-01 6.461509e-01 2.029863e-01 6.497838e-02
5.648520e+00 3.300259e+00 5.854603e-01 1.272338e-01 5.991263e-01 1.872348e-01 5.630616e-02
5.711987e+00 3.300259e+00 5.338498e-01 1.329192e-01 5.501483e-01 1.707293e-01 4.861247e-02
5.775453e+00 3.300259e+00 4.800896e-01 1.380694e-01 4.995490e-01 1.535364e-01 4.181618e-02
5.838920e+00 3.300259e+00 4.243962e-01 1.426637e-01 4.477332e-01 1.357252e-01 3.583816e-02
5.902386e+00 3.300259e+00 3.669940e-01 1.466834e-01 3.952222e-01 1.173675e-01 3.060215e-02
5.965853e+00 3.300259e+00 3.081140e-01 1.501126e-01 3.427360e-01 9.853726e-02 2.603532e-02
6.029319e+00 3.300259e+00 2.479933e-01 1.529372e-01 2.913597e-01 7.931020e-02 2.206880e-02
6.092786e+00 3.300259e+00 1.868740e-01 1.551461e-01 2.428831e-01 5.976378e-02 1.863800e-02
6.156252e+00 3.300259e+00 1.250023e-01 1.567302e-01 2.004743e-01 3.997672e-02 1.568284e-02
6.219719e+00 3.300259e+00 6.262724e-02 1.576833e-01 1.696649e-01 2.002868e-02 1.314785e-02
6.283185e+00 3.300259e+00 2.418528e-16 1.580014e-01 1.580014e-01 5.012216e-03 1.098221e-02
0.000000e+00 3.363725e+00 -0.000000e+00 2.203105e-01 2.203105e-01 -6.988825e-03 1.086186e-02
6.346652e-02 3.363725e+00 -6.186558e-02 2.198670e-01 2.284050e-01 -2.792716e-02 1.300377e-02
1.269330e-01 3.363725e+00 -1.234821e-01 2.185381e-01 2.510114e-01 -5.574186e-02 1.551097e-02
1.903996e-01 3.363725e+00 -1.846013e-01 2.163292e-01 2.843870e-01 -8.333212e-02 1.843375e-02
2.538661e-01 3.363725e+00 -2.449772e-01 2.132493e-01 3.247909e-01 -1.105868e-01 2.182695e-02
3.173326e-01 3.363725e+00 -3.043667e-01 2.093107e-01 3.693915e-01 -1.373962e-01 2.575000e-02
3.807991e-01 3.363725e+00 -3.625306e-01 2.045292e-01 4.162459e-01 -1.636524e-01 3.026679e-02
4.442656e-01 3.363725e+00 -4.192348e-01 1.989242e-01 4.640352e-01 -1.892496e-01 3.544542e-02
5.077321e-01 3.363725e+00 -4.742508e-01 1.925182e-01 5.118370e-01 -2.140847e-01 4.135792e-02
5.711987e-01 3.363725e+00 -5.273572e-01 1.853370e-01 5.589771e-01 -2.380578e-01 4.807974e-02
6.346652e-01 3.363725e+00 -5.783401e-01 1.774095e-01 6.049391e-01 -2.610724e-01 5.568911e-02
6.981317e-01 3.363725e+00 -6.269942e-01 1.687677e-01 6.493106e-01 -2.830357e-01 6.426630e-02
7.615982e-01 3.363725e+00 -6.731236e-01 1.594462e-01 6.917503e-01 -3.038593e-01 7.389262e-02
8.250647e-01 3.363725e+00 -7.165426e-01 1.494828e-01 7.319689e-01 -3.234593e-01 8.464935e-02
8.885313e-01 3.363725e+00 -7.570764e-01 1.389174e-01 7.697160e-01 -3.417569e-01 9.661643e-02
9.519978e-01 3.363725e+00 -7.945616e-01 1.277926e-01 8.047727e-01 -3.586784e-01 1.098710e-01
1.015464e+00 3.363725e+00 -8.288475e-01 1.161533e-01 8.369467e-01 -3.741556e-01 1.244859e-01
1.078931e+00 3.363725e+00 -8.597959e-01 1.040463e-01 8.660685e-01 -3.881262e-01 1.405277e-01
